Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,200.0,200.0,200.0,200.0
153.9,200.0,208.22,200.74,208.22
293.9,200.0,215.88,201.84,215.88
433.9,200.0,223.55,203.19,223.55
583.9,200.01,231.79,204.86,231.79
723.9,200.05,239.48,206.59,239.48
873.9,200.14,247.74,208.58,247.74
1013.9,200.28,255.44,210.55,255.44
1153.9,200.49,263.14,212.65,263.14
1303.9,200.8,271.4,215.03,271.4
1443.9,201.19,279.11,217.36,279.11
1593.9,201.71,287.37,219.97,287.37
1733.9,202.3,295.11,222.43,295.11
1873.9,202.98,302.82,224.99,302.82
2023.9,203.83,311.09,227.84,311.09
2163.9,204.72,318.8,230.6,318.8
2313.9,205.79,327.07,233.64,327.07
2453.9,206.89,334.83,236.56,334.83
2593.9,208.08,342.55,239.47,342.55
2743.9,209.47,350.82,242.69,350.82
2883.9,210.85,358.54,245.79,358.54
3033.9,212.44,366.81,249.2,366.81
3173.9,214.02,374.54,252.46,374.54
3313.9,215.68,382.31,255.73,382.31
3463.9,217.55,390.58,259.26,390.58
3603.9,219.38,398.13,262.64,398.13
3753.9,221.43,398.35,265.68,398.35
3893.9,223.43,398.42,268.19,398.42
4033.9,225.5,398.47,270.53,398.47
4183.9,227.81,398.52,272.9,398.52
4323.9,230.03,398.55,275.02,398.55
4473.9,232.46,398.59,277.21,398.59
4613.9,234.76,398.62,279.18,398.62
4753.9,237.08,398.64,281.1,398.64
4903.9,239.57,398.67,283.11,398.67
5043.9,241.89,398.69,284.93,398.69
5193.9,244.37,398.72,286.85,398.72
5333.9,246.67,398.74,288.6,398.74
5473.9,248.95,398.76,290.31,398.76
5623.9,251.36,398.78,292.12,398.78
5763.9,253.59,398.8,293.77,398.8
5913.9,255.93,398.85,295.5,398.85
6053.9,257.99,398.87,297.04,398.87
6193.9,260.03,398.89,298.55,398.89
6343.9,262.18,398.91,300.13,398.91
6483.9,264.16,398.92,301.59,398.92
6633.9,266.25,398.94,303.12,398.94
6773.9,268.18,398.95,304.53,398.95
6913.9,270.08,398.97,305.91,398.97
7063.9,272.09,398.99,307.37,398.99
7203.9,273.93,399.0,308.71,399.0
7353.9,275.88,399.02,310.13,399.02
7493.9,277.68,399.03,311.43,399.03
7633.9,279.45,399.04,312.72,399.04
7783.9,281.31,399.06,314.07,399.06
7923.9,283.03,399.07,315.31,399.07
8073.9,284.84,399.09,316.63,399.09
8213.9,286.51,399.1,317.83,399.1
8353.9,288.15,399.11,319.02,399.11
8503.9,289.88,399.13,320.28,399.13
8643.9,291.48,399.14,321.43,399.14
8793.9,293.16,399.15,322.65,399.15
8933.9,294.7,399.17,323.77,399.17
9073.9,296.23,399.18,324.87,399.18
9223.9,297.84,399.19,326.04,399.19
9363.9,299.31,399.2,327.11,399.2
9513.9,300.87,399.22,328.24,399.22
9653.9,302.23,399.23,329.27,399.23
9793.9,303.57,399.25,330.27,399.25
9943.9,304.99,399.26,331.33,399.26
10084.0,306.3,399.27,332.3,399.27
10234.0,307.69,399.28,333.32,399.28
10374.0,308.96,399.29,334.25,399.29
10514.0,310.22,399.3,335.17,399.3
10664.0,311.56,399.31,336.15,399.31
10804.0,312.79,399.32,337.04,399.32
10954.0,314.09,399.33,337.99,399.33
11094.0,315.28,399.34,338.85,399.34
11234.0,316.46,399.35,339.71,399.35
11384.0,317.71,399.36,340.61,399.36
11524.0,318.86,399.37,341.44,399.37
11674.0,320.07,399.38,342.32,399.38
11814.0,321.18,399.39,343.12,399.39
11954.0,322.28,399.4,343.92,399.4
12104.0,323.44,399.41,344.76,399.41
12244.0,324.51,399.41,345.53,399.41
12394.0,325.64,399.42,346.34,399.42
12534.0,326.68,399.43,347.09,399.43
12674.0,327.7,399.44,347.83,399.44
12824.0,328.78,399.45,348.61,399.45
12964.0,329.78,399.45,349.33,399.45
13114.0,330.83,399.46,350.09,399.46
13254.0,331.79,399.47,350.78,399.47
13394.0,332.74,399.48,351.47,399.48
13544.0,333.75,399.49,352.2,399.49
13684.0,334.67,399.49,352.86,399.49
13834.0,335.65,399.5,353.57,399.5
13974.0,336.55,399.51,354.22,399.51
14114.0,337.44,399.51,354.86,399.51
14264.0,338.37,399.52,355.53,399.52
14400.0,339.21,399.53,356.13,399.53
