Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
3034.0,101.07,110.42,103.41,110.1081845257942,temperature,300,20,cylindrical,20,3,3,200,2,400
3174.0,101.2,110.9,103.64,110.59954948852418,temperature,300,20,cylindrical,20,3,3,200,2,400
3314.0,101.34,111.39,103.88,111.09091445125414,temperature,300,20,cylindrical,20,3,3,200,2,400
3464.0,101.49,111.9,104.13,111.61737691132195,temperature,300,20,cylindrical,20,3,3,200,2,400
3604.0,101.64,112.39,104.38,112.10874187405192,temperature,300,20,cylindrical,20,3,3,200,2,400
3754.0,101.81,112.91,104.65,112.63520433411976,temperature,300,20,cylindrical,20,3,3,200,2,400
3894.0,101.97,113.39,104.9,113.12656929684972,temperature,300,20,cylindrical,20,3,3,200,2,400
4034.0,102.14,113.87,105.16,113.61793425957968,temperature,300,20,cylindrical,20,3,3,200,2,400
4184.0,102.33,114.39,105.45,114.1443967196475,temperature,300,20,cylindrical,20,3,3,200,2,400
4324.0,102.52,114.87,105.72,114.63576168237748,temperature,300,20,cylindrical,20,3,3,200,2,400
4474.0,102.72,115.39,106.01,115.1622241424453,temperature,300,20,cylindrical,20,3,3,200,2,400
4614.0,102.91,115.87,106.29,115.65358910517526,temperature,300,20,cylindrical,20,3,3,200,2,400
4754.0,103.12,116.36,106.57,116.14495406790525,temperature,300,20,cylindrical,20,3,3,200,2,400
4904.0,103.34,116.88,106.87,116.67141652797304,temperature,300,20,cylindrical,20,3,3,200,2,400
5044.0,103.55,117.36,107.16,117.16278149070304,temperature,300,20,cylindrical,20,3,3,200,2,400
5194.0,103.78,117.88,107.48,117.68924395077084,temperature,300,20,cylindrical,20,3,3,200,2,400
5334.0,104.01,118.36,107.78,118.1806089135008,temperature,300,20,cylindrical,20,3,3,200,2,400
5474.0,104.23,118.84,108.08,118.67197387623078,temperature,300,20,cylindrical,20,3,3,200,2,400
5624.0,104.49,119.36,108.4,119.1984363362986,temperature,300,20,cylindrical,20,3,3,200,2,400
5764.0,104.72,119.85,108.71,119.68980129902856,temperature,300,20,cylindrical,20,3,3,200,2,400
5914.0,104.99,120.36,109.05,120.2162637590964,temperature,300,20,cylindrical,20,3,3,200,2,400
6054.0,105.23,120.85,109.36,120.70762872182635,temperature,300,20,cylindrical,20,3,3,200,2,400
6194.0,105.49,121.33,109.68,121.19899368455631,temperature,300,20,cylindrical,20,3,3,200,2,400
6344.0,105.76,121.85,110.03,121.72545614462416,temperature,300,20,cylindrical,20,3,3,200,2,400
6484.0,106.03,122.34,110.36,122.21682110735412,temperature,300,20,cylindrical,20,3,3,200,2,400
6634.0,106.31,122.85,110.71,122.74328356742194,temperature,300,20,cylindrical,20,3,3,200,2,400
6774.0,106.58,123.34,111.04,123.2346485301519,temperature,300,20,cylindrical,20,3,3,200,2,400
6914.0,106.86,123.82,111.38,123.72601349288188,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,107.16,124.34,111.74,124.2524759529497,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,107.44,124.83,112.08,124.74384091567968,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,107.75,125.34,112.45,125.27030337574747,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,108.05,125.83,112.8,125.76166833847743,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,108.34,126.31,113.15,126.25303330120742,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,108.66,126.83,113.52,126.77949576127524,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,108.97,127.32,113.88,127.27086072400522,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,109.3,127.84,114.26,127.79732318407304,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,109.61,128.32,114.62,128.288688146803,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,109.92,128.8,114.99,128.78005310953296,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,110.26,129.32,115.38,129.3065155696008,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,110.58,129.81,115.75,129.79788053233077,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,110.93,130.33,116.14,130.32434299239858,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,111.26,130.81,116.52,130.81570795512854,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,111.59,131.3,116.89,131.30707291785853,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,111.95,131.82,117.3,131.83353537792635,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,112.29,132.3,117.67,132.3249003406563,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,112.65,132.82,118.08,132.85136280072413,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,112.99,133.3,118.47,133.3427277634541,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,113.34,133.79,118.85,133.83409272618405,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,113.71,134.31,119.27,134.36055518625187,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,114.06,134.79,119.66,134.85192014898186,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,114.44,135.31,120.08,135.37838260904968,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,114.8,135.8,120.47,135.86974757177964,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,115.16,136.28,120.87,136.36111253450963,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,115.55,136.8,121.29,136.88757499457745,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,115.91,137.29,121.69,137.3789399573074,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,116.31,137.81,122.12,137.90540241737523,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,116.68,138.29,122.52,138.3967673801052,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,117.05,138.78,122.93,138.88813234283515,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,117.45,139.3,123.36,139.41459480290297,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,117.82,139.78,123.77,139.90595976563296,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,118.23,140.3,124.21,140.43242222570078,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,118.61,140.79,124.62,140.92378718843074,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,118.99,141.27,125.03,141.41515215116073,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,119.41,141.79,125.47,141.94161461122854,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,119.79,142.28,125.89,142.4329795739585,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,120.21,142.8,126.33,142.95944203402632,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,120.6,143.28,126.75,143.45080699675628,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,120.99,143.77,127.17,143.94217195948625,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,121.42,144.29,127.62,144.46863441955406,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,121.81,144.77,128.04,144.95999938228405,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,122.23,145.3,128.49,145.48646184235187,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,122.62,145.78,128.89,145.97782680508183,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,123.01,146.27,129.3,146.4691917678118,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,123.42,146.79,129.74,146.99565422787964,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,123.81,147.27,130.15,147.4870191906096,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,124.23,147.79,130.6,148.01348165067742,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,124.62,148.28,131.01,148.50484661340738,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,125.01,148.76,131.43,148.99621157613734,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,125.43,149.28,131.88,149.52267403620516,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,125.82,149.75,132.28,150.0,temperature,300,20,cylindrical,20,3,3,200,2,400
