Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
2884.0,102.81,129.71,109.5,128.74516619717917,temperature,300,20,cylindrical,20,3,3,200,2,400
3034.0,103.21,131.26,110.23,130.3245535773826,temperature,300,20,cylindrical,20,3,3,200,2,400
3174.0,103.6,132.71,110.92,131.7986484655725,temperature,300,20,cylindrical,20,3,3,200,2,400
3314.0,104.01,134.16,111.63,133.27274335376242,temperature,300,20,cylindrical,20,3,3,200,2,400
3464.0,104.47,135.71,112.4,134.85213073396588,temperature,300,20,cylindrical,20,3,3,200,2,400
3604.0,104.92,137.16,113.14,136.3262256221558,temperature,300,20,cylindrical,20,3,3,200,2,400
3754.0,105.43,138.72,113.94,137.90561300235925,temperature,300,20,cylindrical,20,3,3,200,2,400
3894.0,105.92,140.16,114.71,139.37970789054916,temperature,300,20,cylindrical,20,3,3,200,2,400
4034.0,106.43,141.61,115.49,140.85380277873907,temperature,300,20,cylindrical,20,3,3,200,2,400
4184.0,107.0,143.17,116.34,142.43319015894252,temperature,300,20,cylindrical,20,3,3,200,2,400
4324.0,107.55,144.62,117.15,143.90728504713243,temperature,300,20,cylindrical,20,3,3,200,2,400
4474.0,108.15,146.18,118.0,145.4866724273359,temperature,300,20,cylindrical,20,3,3,200,2,400
4614.0,108.73,147.63,118.8,146.9607673155258,temperature,300,20,cylindrical,20,3,3,200,2,400
4754.0,109.32,149.08,119.63,148.43486220371568,temperature,300,20,cylindrical,20,3,3,200,2,400
4904.0,109.98,150.63,120.52,150.01424958391917,temperature,300,20,cylindrical,20,3,3,200,2,400
5044.0,110.6,152.08,121.37,151.48834447210908,temperature,300,20,cylindrical,20,3,3,200,2,400
5194.0,111.28,153.64,122.3,153.06773185231253,temperature,300,20,cylindrical,20,3,3,200,2,400
5334.0,111.93,155.09,123.17,154.54182674050244,temperature,300,20,cylindrical,20,3,3,200,2,400
5474.0,112.6,156.54,124.06,156.01592162869235,temperature,300,20,cylindrical,20,3,3,200,2,400
5624.0,113.33,158.09,125.02,157.5953090088958,temperature,300,20,cylindrical,20,3,3,200,2,400
5764.0,114.03,159.54,125.93,159.06940389708572,temperature,300,20,cylindrical,20,3,3,200,2,400
5914.0,114.79,161.1,126.92,160.64879127728918,temperature,300,20,cylindrical,20,3,3,200,2,400
6054.0,115.52,162.55,127.85,162.1228861654791,temperature,300,20,cylindrical,20,3,3,200,2,400
6194.0,116.26,164.0,128.79,163.59698105366897,temperature,300,20,cylindrical,20,3,3,200,2,400
6344.0,117.07,165.56,129.81,165.17636843387243,temperature,300,20,cylindrical,20,3,3,200,2,400
6484.0,117.83,167.01,130.77,166.65046332206236,temperature,300,20,cylindrical,20,3,3,200,2,400
6634.0,118.67,168.56,131.81,168.22985070226582,temperature,300,20,cylindrical,20,3,3,200,2,400
6774.0,119.47,170.02,132.8,169.7039455904557,temperature,300,20,cylindrical,20,3,3,200,2,400
6914.0,120.27,171.47,133.79,171.17804047864564,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,121.15,173.03,134.86,172.7574278588491,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,121.98,174.48,135.87,174.23152274703898,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,122.89,176.03,136.96,175.8109101272425,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,123.75,177.49,137.98,177.28500501543238,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,124.61,178.94,139.02,178.75909990362226,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,125.56,180.5,140.13,180.3384872838257,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,126.45,181.95,141.19,181.81258217201565,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,127.42,183.51,142.32,183.3919695522191,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,128.33,184.96,143.39,184.866064440409,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,129.25,186.41,144.46,186.34015932859893,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,130.26,187.97,145.62,187.9195467088024,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,131.2,189.43,146.71,189.3936415969923,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,132.2,191.0,147.85,190.97302897719572,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,133.12,192.45,148.89,192.4471238653857,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,134.05,193.9,149.95,193.92121875357557,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,135.06,195.46,151.1,195.50060613377903,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,136.0,196.91,152.18,196.9747010219689,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,137.02,198.47,153.34,198.5540884021724,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,137.98,199.92,154.44,200.0281832903623,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,138.95,201.38,155.54,201.50227817855225,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,140.0,202.93,156.73,203.08166555875567,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,140.98,204.39,157.84,204.5557604469456,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,142.05,205.95,159.05,206.13514782714904,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,143.05,207.4,160.17,207.60924271533892,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,144.06,208.86,161.31,209.08333760352883,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,145.15,210.41,162.53,210.66272498373232,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,146.18,211.87,163.68,212.13681987192223,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,147.28,213.43,164.91,213.71620725212568,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,148.33,214.88,166.07,215.1903021403156,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,149.37,216.34,167.24,216.6643970285055,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,150.51,217.89,168.49,218.24378440870896,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,151.57,219.35,169.66,219.71787929689884,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,152.72,220.91,170.93,221.29726667710236,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,153.8,222.36,172.11,222.77136156529224,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,154.89,223.82,173.3,224.2454564534821,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,156.06,225.38,174.59,225.8248438336856,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,157.16,226.83,175.79,227.29893872187552,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,158.34,228.39,177.08,228.87832610207897,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,159.46,229.85,178.29,230.35242099026888,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,160.57,231.3,179.5,231.8265158784588,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,161.78,232.86,180.81,233.40590325866225,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,162.91,234.32,182.03,234.87999814685216,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,164.1,235.9,183.31,236.4593855270556,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,165.19,237.35,184.48,237.93348041524555,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,166.27,238.8,185.65,239.4075753034354,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,167.44,240.36,186.91,240.9869626836389,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,168.53,241.82,188.09,242.4610575718288,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,169.71,243.38,189.37,244.04044495203223,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,170.81,244.83,190.57,245.51453984022217,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,171.92,246.29,191.77,246.98863472841205,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,173.11,247.84,193.06,248.56802210861557,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,174.2,249.26,194.24,250.0,temperature,300,20,cylindrical,20,3,3,200,2,400
