Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
153.97,100.0,103.09,100.3,100.0,temperature,300,20,cylindrical,20,3,3,200,2,400
293.97,100.0,105.96,100.74,102.9481897763798,temperature,300,20,cylindrical,20,3,3,200,2,400
433.97,100.0,108.83,101.28,105.8963795527596,temperature,300,20,cylindrical,20,3,3,200,2,400
583.97,100.01,111.92,101.96,109.05515431316654,temperature,300,20,cylindrical,20,3,3,200,2,400
723.97,100.04,114.8,102.65,112.00334408954636,temperature,300,20,cylindrical,20,3,3,200,2,400
873.97,100.1,117.9,103.46,115.16211884995327,temperature,300,20,cylindrical,20,3,3,200,2,400
1014.0,100.18,120.78,104.27,118.11094038128518,temperature,300,20,cylindrical,20,3,3,200,2,400
1154.0,100.31,123.67,105.13,121.05913015766498,temperature,300,20,cylindrical,20,3,3,200,2,400
1304.0,100.49,126.77,106.1,124.21790491807192,temperature,300,20,cylindrical,20,3,3,200,2,400
1444.0,100.7,129.66,107.05,127.16609469445171,temperature,300,20,cylindrical,20,3,3,200,2,400
1594.0,100.99,132.76,108.11,130.32486945485866,temperature,300,20,cylindrical,20,3,3,200,2,400
1734.0,101.3,135.65,109.15,133.27305923123845,temperature,300,20,cylindrical,20,3,3,200,2,400
1874.0,101.66,138.54,110.22,136.22124900761827,temperature,300,20,cylindrical,20,3,3,200,2,400
2024.0,102.09,141.64,111.41,139.38002376802518,temperature,300,20,cylindrical,20,3,3,200,2,400
2164.0,102.55,144.54,112.56,142.328213544405,temperature,300,20,cylindrical,20,3,3,200,2,400
2314.0,103.09,147.64,113.79,145.48698830481194,temperature,300,20,cylindrical,20,3,3,200,2,400
2454.0,103.64,150.54,114.98,148.43517808119174,temperature,300,20,cylindrical,20,3,3,200,2,400
2594.0,104.23,153.43,116.21,151.38336785757156,temperature,300,20,cylindrical,20,3,3,200,2,400
2744.0,104.92,156.53,117.56,154.54214261797847,temperature,300,20,cylindrical,20,3,3,200,2,400
2884.0,105.6,159.43,118.86,157.4903323943583,temperature,300,20,cylindrical,20,3,3,200,2,400
3034.0,106.37,162.53,120.29,160.64910715476523,temperature,300,20,cylindrical,20,3,3,200,2,400
3174.0,107.13,165.43,121.65,163.59729693114502,temperature,300,20,cylindrical,20,3,3,200,2,400
3314.0,107.94,168.33,123.05,166.54548670752484,temperature,300,20,cylindrical,20,3,3,200,2,400
3464.0,108.84,171.43,124.57,169.70426146793176,temperature,300,20,cylindrical,20,3,3,200,2,400
3604.0,109.73,174.33,126.03,172.65245124431158,temperature,300,20,cylindrical,20,3,3,200,2,400
3754.0,110.72,177.43,127.62,175.8112260047185,temperature,300,20,cylindrical,20,3,3,200,2,400
3894.0,111.68,180.33,129.13,178.7594157810983,temperature,300,20,cylindrical,20,3,3,200,2,400
4034.0,112.69,183.23,130.67,181.70760555747813,temperature,300,20,cylindrical,20,3,3,200,2,400
4184.0,113.8,186.34,132.35,184.86638031788505,temperature,300,20,cylindrical,20,3,3,200,2,400
4324.0,114.88,189.24,133.94,187.81457009426487,temperature,300,20,cylindrical,20,3,3,200,2,400
4474.0,116.05,192.36,135.61,190.97334485467175,temperature,300,20,cylindrical,20,3,3,200,2,400
4614.0,117.17,195.26,137.2,193.9215346310516,temperature,300,20,cylindrical,20,3,3,200,2,400
4754.0,118.32,198.16,138.81,196.8697244074314,temperature,300,20,cylindrical,20,3,3,200,2,400
4904.0,119.58,201.27,140.57,200.02849916783836,temperature,300,20,cylindrical,20,3,3,200,2,400
5044.0,120.79,204.17,142.24,202.97668894421813,temperature,300,20,cylindrical,20,3,3,200,2,400
5194.0,122.11,207.28,144.06,206.13546370462507,temperature,300,20,cylindrical,20,3,3,200,2,400
5334.0,123.38,210.18,145.78,209.0836534810049,temperature,300,20,cylindrical,20,3,3,200,2,400
5474.0,124.68,213.08,147.52,212.03184325738468,temperature,300,20,cylindrical,20,3,3,200,2,400
5624.0,126.1,216.19,149.41,215.1906180177916,temperature,300,20,cylindrical,20,3,3,200,2,400
5764.0,127.45,219.09,151.2,218.13880779417144,temperature,300,20,cylindrical,20,3,3,200,2,400
5914.0,128.94,222.2,153.14,221.2975825545784,temperature,300,20,cylindrical,20,3,3,200,2,400
6054.0,130.35,225.1,154.97,224.24577233095815,temperature,300,20,cylindrical,20,3,3,200,2,400
6194.0,131.79,228.01,156.82,227.193962107338,temperature,300,20,cylindrical,20,3,3,200,2,400
6344.0,133.37,231.12,158.83,230.3527368677449,temperature,300,20,cylindrical,20,3,3,200,2,400
6484.0,134.86,234.02,160.72,233.3009266441247,temperature,300,20,cylindrical,20,3,3,200,2,400
6634.0,136.45,237.16,162.69,236.45970140453164,temperature,300,20,cylindrical,20,3,3,200,2,400
6774.0,137.94,240.06,164.53,239.40789118091143,temperature,300,20,cylindrical,20,3,3,200,2,400
6914.0,139.45,242.96,166.4,242.35608095729123,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,141.09,246.07,168.43,245.5148557176982,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,142.65,248.98,170.34,248.463045494078,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,144.34,252.09,172.42,251.62182025448493,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,145.93,254.99,174.37,254.57001003086472,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,147.55,257.9,176.34,257.5181998072445,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,149.31,261.01,178.47,260.6769745676515,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,150.97,263.92,180.48,263.6251643440313,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,152.78,267.03,182.65,266.7839391044382,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,154.48,269.94,184.69,269.732128880818,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,156.21,272.84,186.75,272.68031865719786,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,158.09,275.96,188.97,275.8390934176048,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,159.86,278.86,191.06,278.7872831939846,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,161.71,282.01,193.22,281.9460579543915,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,163.44,284.91,195.24,284.8942477307713,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,165.19,287.82,197.27,287.8424375071511,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,167.08,290.93,199.48,291.00121226755806,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,168.85,293.84,201.55,293.9494020439379,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,170.77,296.95,203.79,297.1081768043448,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,172.58,299.86,205.9,300.0563665807246,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,174.41,302.76,208.02,303.00455635710443,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,176.39,305.88,210.3,306.16333111751135,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,178.25,308.79,212.45,309.1115208938912,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,180.26,311.9,214.77,312.2702956542981,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,182.16,314.81,216.95,315.2184854306779,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,184.07,317.72,219.14,318.16667520705766,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,186.14,320.83,221.49,321.32544996746464,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,188.08,323.74,223.71,324.27363974384446,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,190.12,326.89,226.01,327.43241450425137,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,192.0,329.8,228.14,330.3806042806312,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,193.89,332.71,230.29,333.328794057011,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,195.94,335.82,232.61,336.4875688174179,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,197.86,338.73,234.79,339.4357585937977,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,199.93,341.84,237.14,342.59453335420466,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,201.88,344.75,239.34,345.5427231305845,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,203.84,347.66,241.56,348.49091290696424,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,205.96,350.78,243.95,351.6496876673712,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,207.95,353.69,246.19,354.59787744375103,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,210.1,356.8,248.61,357.75665220415794,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,212.12,359.71,250.87,360.70484198053776,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,214.15,362.62,253.15,363.6530317569175,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,216.34,365.74,255.6,366.8118065173245,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,218.4,368.65,257.89,369.7599962937043,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,220.57,371.81,260.29,372.9187710541112,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,222.57,374.71,262.51,375.8669608304911,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,224.58,377.62,264.74,378.8151506068708,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,226.75,380.74,267.14,381.9739253672778,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,228.79,383.65,269.4,384.9221151436576,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,230.98,386.76,271.83,388.0808899040645,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,233.03,389.67,274.12,391.02907968044434,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,235.1,392.58,276.41,393.9772694568241,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,237.33,395.7,278.88,397.1360442172311,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,239.36,398.53,281.12,400.0,temperature,300,20,cylindrical,20,3,3,200,2,400
