Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,303.6,303.6,303.6,303.6
145.45454545454547,303.6,303.9117085525034,303.6283371411367,303.9117085525034
290.90909090909093,303.6,304.233177987013,303.66911974025976,304.233177987013
436.3636363636364,303.6,304.565854969697,303.72110769696974,304.565854969697
581.8181818181819,303.6,304.92464284848484,303.7889864848485,304.92464284848484
727.2727272727274,303.6,305.29072357575757,303.8621884848485,305.29072357575757
872.7272727272727,303.6,305.76587509090905,303.95915818181817,305.76587509090905
1018.1818181818182,303.61,306.25433766233766,304.0632857142857,306.25433766233766
1163.6363636363637,303.6106424242424,306.7540484848485,304.1783515151515,306.7540484848485
1309.0909090909092,303.62036363636366,307.26854545454546,304.3047272727273,307.26854545454546
1454.5454545454547,303.6314060606061,307.80850909090907,304.4412484848485,307.80850909090907
1600.0000000000002,303.65085714285715,308.47828571428573,304.5968571428571,308.47828571428573
1745.4545454545455,303.67245454545457,309.16809090909095,304.76472727272727,309.16809090909095
1890.909090909091,303.7033818181818,309.9135636363636,304.9548,309.9135636363636
2036.3636363636365,303.7335324675325,310.71799999999996,305.16854545454544,310.71799999999996
2181.818181818182,303.7759393939394,311.5328484848485,305.38969696969696,311.5328484848485
2327.2727272727275,303.8247402597403,312.45342857142856,305.63370129870134,312.45342857142856
2472.727272727273,303.8766883116883,313.3824285714286,305.8961168831169,313.3824285714286
2618.1818181818185,303.93128484848484,314.4253939393939,306.18158787878787,314.4253939393939
2763.636363636364,304.0012207792208,315.5428831168831,306.4948831168831,315.5428831168831
2909.0909090909095,304.08505454545457,316.7125090909091,306.83356363636364,316.7125090909091
3054.545454545455,304.1732077922078,318.06224675324677,307.2057662337662,318.06224675324677
3200.0000000000005,304.27042857142857,319.43814285714285,307.6042857142857,319.43814285714285
3345.454545454546,304.38516363636364,320.8992242424242,308.0285575757576,320.8992242424242
3490.909090909091,304.50498701298704,322.42446753246753,308.4884155844156,322.42446753246753
3636.3636363636365,304.64236363636365,324.0536727272727,308.9786666666667,324.0536727272727
3781.818181818182,304.7898051948052,326.0055454545454,309.52127272727273,326.0055454545454
3927.2727272727275,304.9504025974026,327.9668051948052,310.1078441558442,327.9668051948052
4072.727272727273,305.13163636363635,329.9241090909091,310.7204,329.9241090909091
4218.181818181819,305.32883116883113,331.8938961038961,311.36625974025975,331.8938961038961
4363.636363636364,305.5434181818182,334.01967272727273,312.04818181818183,334.01967272727273
4509.09090909091,305.77764935064937,336.5540909090909,312.79049350649353,336.5540909090909
