Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
6914.0,134.55,282.38,170.54,284.0873920279992,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,136.54,290.69,174.11,292.4258295920329,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,138.46,298.4,177.48,300.2224195215252,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,140.61,306.64,181.2,308.53989403763245,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,142.7,314.32,184.76,316.2670919678625,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,144.88,321.95,188.4,323.9657197314591,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,147.3,330.07,192.37,332.1604398616472,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,149.61,337.68,196.01,339.71414735466254,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,152.15,345.47,199.96,347.6629602290618,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,154.61,352.74,203.72,354.9292319074138,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,157.15,359.8,207.52,362.0354066918525,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,159.94,367.14,211.62,369.4567893763773,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,162.63,373.97,215.5,376.1896441296214,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,165.54,380.85,219.52,383.1821895155974,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,168.29,387.19,223.26,389.4959903840782,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,171.11,393.27,227.03,395.5999943934327,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,174.19,399.5,231.07,401.902378760174,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,177.13,405.3,234.86,407.5585372638778,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,180.34,410.92,238.9,413.3694377252414,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,183.39,416.16,242.67,418.5463505993111,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,186.49,421.08,246.44,423.4711778134621,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,189.74,426.09,250.25,428.4768413867717,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,192.8,430.7,253.81,432.9243226949832,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,196.13,435.08,257.58,437.4693567619252,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,199.26,439.16,261.09,441.487753654426,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,202.43,442.95,264.58,445.2664670457914,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,205.86,446.71,268.27,449.0576859769882,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,209.08,450.2,271.7,452.3929076263802,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,212.55,453.47,275.31,455.7794632688712,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,215.82,456.51,278.66,458.7594880626529,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,219.1,459.31,281.97,461.5523846787837,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,222.63,462.08,285.46,464.33996283976063,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,225.93,464.65,288.69,466.767162537989,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,229.33,467.05,292.04,469.20013045974775,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,232.47,469.24,295.07,471.3341648708627,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,235.61,471.28,298.06,473.35461465059547,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,238.97,473.3,301.2,475.3904390471496,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,242.11,475.17,304.1,477.14810768598727,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,245.46,476.82,307.15,478.86552964564976,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,248.59,478.35,309.96,480.3392168886849,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,251.71,479.77,312.73,481.7198242875776,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,255.04,481.17,315.65,483.11291962280353,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,258.14,482.46,318.34,484.3338249012227,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,261.44,483.65,321.17,485.5577736739987,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,264.51,484.76,323.78,486.6230993485038,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,267.56,485.77,326.36,487.615482765751,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,270.8,486.75,329.07,488.5944938339659,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,273.71,487.67,331.57,489.42244106830486,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,276.74,488.46,334.16,490.2168798596051,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,279.55,489.18,336.53,490.8943911199975,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,282.34,489.86,338.85,491.5362992991907,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,285.31,490.55,341.29,492.203745493048,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,287.99,491.17,343.47,492.8,temperature,300,20,cylindrical,20,3,3,200,2,400
