Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
153.97,100.0,102.57,100.25,100.0,temperature,300,20,cylindrical,20,3,3,200,2,400
293.97,100.0,104.96,100.62,102.45682481364985,temperature,300,20,cylindrical,20,3,3,200,2,400
433.97,100.0,107.36,101.07,104.91364962729968,temperature,300,20,cylindrical,20,3,3,200,2,400
583.97,100.01,109.93,101.63,107.5459619276388,temperature,300,20,cylindrical,20,3,3,200,2,400
723.97,100.03,112.34,102.21,110.00278674128865,temperature,300,20,cylindrical,20,3,3,200,2,400
873.97,100.08,114.91,102.88,112.63509904162774,temperature,300,20,cylindrical,20,3,3,200,2,400
1014.0,100.15,117.32,103.56,115.09245031773764,temperature,300,20,cylindrical,20,3,3,200,2,400
1154.0,100.26,119.73,104.27,117.54927513138747,temperature,300,20,cylindrical,20,3,3,200,2,400
1304.0,100.41,122.31,105.08,120.1815874317266,temperature,300,20,cylindrical,20,3,3,200,2,400
1444.0,100.59,124.72,105.88,122.63841224537644,temperature,300,20,cylindrical,20,3,3,200,2,400
1594.0,100.82,127.3,106.76,125.27072454571554,temperature,300,20,cylindrical,20,3,3,200,2,400
1734.0,101.08,129.71,107.62,127.72754935936538,temperature,300,20,cylindrical,20,3,3,200,2,400
1874.0,101.38,132.12,108.52,130.1843741730152,temperature,300,20,cylindrical,20,3,3,200,2,400
2024.0,101.74,134.7,109.51,132.81668647335434,temperature,300,20,cylindrical,20,3,3,200,2,400
2164.0,102.13,137.11,110.47,135.27351128700417,temperature,300,20,cylindrical,20,3,3,200,2,400
2314.0,102.58,139.7,111.52,137.9058235873433,temperature,300,20,cylindrical,20,3,3,200,2,400
2454.0,103.04,142.11,112.54,140.36264840099312,temperature,300,20,cylindrical,20,3,3,200,2,400
2594.0,103.54,144.52,113.59,142.81947321464295,temperature,300,20,cylindrical,20,3,3,200,2,400
2744.0,104.11,147.11,114.7,145.45178551498208,temperature,300,20,cylindrical,20,3,3,200,2,400
2884.0,104.68,149.53,115.77,147.9086103286319,temperature,300,20,cylindrical,20,3,3,200,2,400
3034.0,105.33,152.11,116.95,150.54092262897103,temperature,300,20,cylindrical,20,3,3,200,2,400
3174.0,105.97,154.53,118.08,152.99774744262086,temperature,300,20,cylindrical,20,3,3,200,2,400
3314.0,106.64,156.94,119.24,155.4545722562707,temperature,300,20,cylindrical,20,3,3,200,2,400
3464.0,107.4,159.53,120.51,158.08688455660982,temperature,300,20,cylindrical,20,3,3,200,2,400
3604.0,108.14,161.94,121.72,160.54370937025965,temperature,300,20,cylindrical,20,3,3,200,2,400
3754.0,108.96,164.53,123.04,163.17602167059874,temperature,300,20,cylindrical,20,3,3,200,2,400
3894.0,109.77,166.94,124.3,165.6328464842486,temperature,300,20,cylindrical,20,3,3,200,2,400
4034.0,110.6,169.36,125.58,168.08967129789843,temperature,300,20,cylindrical,20,3,3,200,2,400
4184.0,111.53,171.95,126.98,170.72198359823756,temperature,300,20,cylindrical,20,3,3,200,2,400
4324.0,112.42,174.37,128.31,173.17880841188736,temperature,300,20,cylindrical,20,3,3,200,2,400
4474.0,113.42,176.96,129.75,175.81112071222648,temperature,300,20,cylindrical,20,3,3,200,2,400
4614.0,114.37,179.37,131.12,178.2679455258763,temperature,300,20,cylindrical,20,3,3,200,2,400
4754.0,115.35,181.79,132.51,180.72477033952617,temperature,300,20,cylindrical,20,3,3,200,2,400
4904.0,116.44,184.38,134.02,183.35708263986527,temperature,300,20,cylindrical,20,3,3,200,2,400
5044.0,117.48,186.8,135.45,185.81390745351516,temperature,300,20,cylindrical,20,3,3,200,2,400
5194.0,118.62,189.39,137.01,188.44621975385425,temperature,300,20,cylindrical,20,3,3,200,2,400
5334.0,119.69,191.82,138.42,190.90304456750408,temperature,300,20,cylindrical,20,3,3,200,2,400
5474.0,120.78,194.24,139.85,193.35986938115389,temperature,300,20,cylindrical,20,3,3,200,2,400
5624.0,121.97,196.83,141.4,195.992181681493,temperature,300,20,cylindrical,20,3,3,200,2,400
5764.0,123.1,199.25,142.88,198.44900649514284,temperature,300,20,cylindrical,20,3,3,200,2,400
5914.0,124.33,201.84,144.48,201.081318795482,temperature,300,20,cylindrical,20,3,3,200,2,400
6054.0,125.51,204.26,145.99,203.5381436091318,temperature,300,20,cylindrical,20,3,3,200,2,400
6194.0,126.7,206.68,147.52,205.99496842278165,temperature,300,20,cylindrical,20,3,3,200,2,400
6344.0,128.0,209.27,149.19,208.62728072312075,temperature,300,20,cylindrical,20,3,3,200,2,400
6484.0,129.24,211.69,150.75,211.0841055367706,temperature,300,20,cylindrical,20,3,3,200,2,400
6634.0,130.59,214.28,152.45,213.7164178371097,temperature,300,20,cylindrical,20,3,3,200,2,400
6774.0,131.87,216.7,154.05,216.17324265075956,temperature,300,20,cylindrical,20,3,3,200,2,400
6914.0,133.17,219.12,155.67,218.63006746440936,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,134.59,221.71,157.42,221.2623797647485,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,135.93,224.14,159.06,223.71920457839832,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,137.4,226.73,160.84,226.35151687873744,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,138.78,229.15,162.52,228.80834169238727,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,140.19,231.57,164.21,231.2651665060371,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,141.71,234.17,166.04,233.89747880637623,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,143.11,236.61,167.69,236.3543036200261,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,144.61,239.2,169.45,238.9866159203652,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,146.02,241.62,171.12,241.443440734015,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,147.45,244.04,172.81,243.90026554766487,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,149.0,246.64,174.63,246.532577848004,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,150.45,249.06,176.35,248.98940266165383,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,152.03,251.65,178.2,251.6217149619929,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,153.52,254.08,179.94,254.07853977564275,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,155.02,256.5,181.7,256.5353645892926,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,156.65,259.09,183.6,259.1676768896317,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,158.19,261.52,185.38,261.6245017032816,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,159.85,264.11,187.3,264.25681400362066,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,161.41,266.54,189.1,266.7136388172705,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,162.99,268.96,190.92,269.1704636309204,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,164.7,271.55,192.88,271.8027759312595,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,166.31,273.98,194.72,274.2596007449093,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,168.05,276.57,196.7,276.89191304524843,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,169.69,279.0,198.56,279.34873785889823,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,171.3,281.45,200.37,281.80556267254804,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,173.0,284.05,202.28,284.4378749728872,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,174.59,286.47,204.08,286.894699786537,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,176.32,289.06,206.02,289.52701208687614,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,177.93,291.49,207.85,291.98383690052594,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,179.56,293.91,209.69,294.4406617141758,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,181.32,296.51,211.67,297.0729740145149,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,182.97,298.93,213.53,299.5297988281648,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,184.75,301.53,215.53,302.16211112850385,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,186.43,303.95,217.41,304.6189359421537,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,188.11,306.37,219.3,307.0757607558036,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,189.93,308.97,221.34,309.70807305614267,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,191.64,311.4,223.25,312.1648978697925,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,193.49,313.99,225.3,314.7972101701316,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,195.22,316.42,227.23,317.2540349837815,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,196.97,318.84,229.17,319.7108597974313,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,198.85,321.44,231.25,322.34317209777043,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,200.62,323.87,233.2,324.79999691142024,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,202.48,326.5,235.25,327.4323092117594,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,204.18,328.92,237.12,329.8891340254092,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,205.89,331.34,239.01,332.345958839059,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,207.73,333.94,241.04,334.97827113939815,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,209.46,336.37,242.95,337.43509595304795,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,211.32,338.96,245.0,340.0674082533871,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,213.07,341.39,246.93,342.5242330670369,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,214.82,343.81,248.87,344.9810578806868,temperature,300,20,cylindrical,20,3,3,200,2,400
