Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
153.91,180.0,181.03,180.09,180.0,temperature,300,20,cylindrical,20,3,3,200,2,400
293.91,180.0,181.98,180.23,180.98272578651407,temperature,300,20,cylindrical,20,3,3,200,2,400
433.91,180.0,182.94,180.4,181.9654515730281,temperature,300,20,cylindrical,20,3,3,200,2,400
583.91,180.0,183.97,180.62,183.01837205857888,temperature,300,20,cylindrical,20,3,3,200,2,400
723.91,180.01,184.93,180.84,184.00109784509291,temperature,300,20,cylindrical,20,3,3,200,2,400
873.91,180.02,185.97,181.09,185.0540183306437,temperature,300,20,cylindrical,20,3,3,200,2,400
1013.9,180.04,186.93,181.35,186.03667392245876,temperature,300,20,cylindrical,20,3,3,200,2,400
1153.9,180.07,187.89,181.62,187.0193997089728,temperature,300,20,cylindrical,20,3,3,200,2,400
1303.9,180.11,188.92,181.92,188.07232019452357,temperature,300,20,cylindrical,20,3,3,200,2,400
1443.9,180.16,189.89,182.22,189.0550459810376,temperature,300,20,cylindrical,20,3,3,200,2,400
1593.9,180.24,190.92,182.55,190.1079664665884,temperature,300,20,cylindrical,20,3,3,200,2,400
1733.9,180.32,191.88,182.88,191.0906922531024,temperature,300,20,cylindrical,20,3,3,200,2,400
1873.9,180.41,192.85,183.22,192.07341803961648,temperature,300,20,cylindrical,20,3,3,200,2,400
2023.9,180.52,193.88,183.59,193.12633852516728,temperature,300,20,cylindrical,20,3,3,200,2,400
2163.9,180.65,194.85,183.95,194.1090643116813,temperature,300,20,cylindrical,20,3,3,200,2,400
2313.9,180.79,195.88,184.35,195.1619847972321,temperature,300,20,cylindrical,20,3,3,200,2,400
2453.9,180.94,196.85,184.73,196.14471058374613,temperature,300,20,cylindrical,20,3,3,200,2,400
2593.9,181.11,197.81,185.12,197.1274363702602,temperature,300,20,cylindrical,20,3,3,200,2,400
2743.9,181.3,198.84,185.55,198.18035685581097,temperature,300,20,cylindrical,20,3,3,200,2,400
2883.9,181.49,199.81,185.96,199.163082642325,temperature,300,20,cylindrical,20,3,3,200,2,400
3033.9,181.71,200.84,186.42,200.21600312787575,temperature,300,20,cylindrical,20,3,3,200,2,400
3173.9,181.93,201.81,186.85,201.19872891438985,temperature,300,20,cylindrical,20,3,3,200,2,400
3313.9,182.16,202.78,187.29,202.18145470090388,temperature,300,20,cylindrical,20,3,3,200,2,400
3463.9,182.43,203.81,187.77,203.23437518645463,temperature,300,20,cylindrical,20,3,3,200,2,400
3603.9,182.68,204.78,188.23,204.21710097296872,temperature,300,20,cylindrical,20,3,3,200,2,400
3753.9,182.97,205.81,188.74,205.2700214585195,temperature,300,20,cylindrical,20,3,3,200,2,400
3893.9,183.26,206.78,189.21,206.2527472450336,temperature,300,20,cylindrical,20,3,3,200,2,400
4033.9,183.55,207.74,189.7,207.2354730315476,temperature,300,20,cylindrical,20,3,3,200,2,400
4183.9,183.88,208.78,190.23,208.2883935170984,temperature,300,20,cylindrical,20,3,3,200,2,400
4323.9,184.2,209.75,190.73,209.27111930361244,temperature,300,20,cylindrical,20,3,3,200,2,400
4473.9,184.55,210.78,191.28,210.3240397891632,temperature,300,20,cylindrical,20,3,3,200,2,400
4613.9,184.89,211.75,191.8,211.30676557567725,temperature,300,20,cylindrical,20,3,3,200,2,400
4753.9,185.24,212.71,192.33,212.2894913621913,temperature,300,20,cylindrical,20,3,3,200,2,400
4903.9,185.63,213.75,192.91,213.34241184774208,temperature,300,20,cylindrical,20,3,3,200,2,400
5043.9,186.01,214.72,193.45,214.32513763425607,temperature,300,20,cylindrical,20,3,3,200,2,400
5193.9,186.42,215.75,194.04,215.3780581198069,temperature,300,20,cylindrical,20,3,3,200,2,400
5333.9,186.81,216.72,194.6,216.36078390632096,temperature,300,20,cylindrical,20,3,3,200,2,400
5473.9,187.22,217.69,195.16,217.34350969283503,temperature,300,20,cylindrical,20,3,3,200,2,400
5623.9,187.66,218.72,195.78,218.3964301783858,temperature,300,20,cylindrical,20,3,3,200,2,400
5763.9,188.09,219.69,196.36,219.37915596489984,temperature,300,20,cylindrical,20,3,3,200,2,400
5913.9,188.55,220.73,196.98,220.4320764504506,temperature,300,20,cylindrical,20,3,3,200,2,400
6053.9,188.99,221.7,197.58,221.41480223696468,temperature,300,20,cylindrical,20,3,3,200,2,400
6193.9,189.45,222.66,198.18,222.3975280234787,temperature,300,20,cylindrical,20,3,3,200,2,400
6343.9,189.94,223.7,198.83,223.4504485090295,temperature,300,20,cylindrical,20,3,3,200,2,400
6483.9,190.41,224.67,199.44,224.43317429554355,temperature,300,20,cylindrical,20,3,3,200,2,400
6633.9,190.92,225.71,200.08,225.48609478109432,temperature,300,20,cylindrical,20,3,3,200,2,400
6773.9,191.4,226.68,200.69,226.4688205676084,temperature,300,20,cylindrical,20,3,3,200,2,400
6913.9,191.88,227.65,201.3,227.45154635412243,temperature,300,20,cylindrical,20,3,3,200,2,400
7063.9,192.41,228.68,201.96,228.5044668396732,temperature,300,20,cylindrical,20,3,3,200,2,400
7203.9,192.91,229.65,202.58,229.48719262618727,temperature,300,20,cylindrical,20,3,3,200,2,400
7353.9,193.45,230.69,203.26,230.54011311173804,temperature,300,20,cylindrical,20,3,3,200,2,400
7493.9,193.97,231.66,203.9,231.52283889825208,temperature,300,20,cylindrical,20,3,3,200,2,400
7633.9,194.49,232.63,204.54,232.5055646847661,temperature,300,20,cylindrical,20,3,3,200,2,400
7783.9,195.05,233.66,205.24,233.5584851703169,temperature,300,20,cylindrical,20,3,3,200,2,400
7923.9,195.58,234.63,205.9,234.54121095683095,temperature,300,20,cylindrical,20,3,3,200,2,400
8073.9,196.16,235.67,206.6,235.59413144238172,temperature,300,20,cylindrical,20,3,3,200,2,400
8213.9,196.71,236.64,207.27,236.5768572288958,temperature,300,20,cylindrical,20,3,3,200,2,400
8353.9,197.27,237.61,207.94,237.55958301540983,temperature,300,20,cylindrical,20,3,3,200,2,400
8503.9,197.87,238.64,208.67,238.6125035009606,temperature,300,20,cylindrical,20,3,3,200,2,400
8643.9,198.44,239.61,209.35,239.59522928747467,temperature,300,20,cylindrical,20,3,3,200,2,400
8793.9,199.06,240.65,210.09,240.64814977302544,temperature,300,20,cylindrical,20,3,3,200,2,400
8933.9,199.64,241.62,210.78,241.6308755595395,temperature,300,20,cylindrical,20,3,3,200,2,400
9073.9,200.23,242.59,211.48,242.61360134605357,temperature,300,20,cylindrical,20,3,3,200,2,400
9223.9,200.87,243.63,212.23,243.6665218316043,temperature,300,20,cylindrical,20,3,3,200,2,400
9363.9,201.47,244.6,212.93,244.6492476181184,temperature,300,20,cylindrical,20,3,3,200,2,400
9513.9,202.12,245.63,213.69,245.70216810366915,temperature,300,20,cylindrical,20,3,3,200,2,400
9653.9,202.73,246.6,214.41,246.6848938901832,temperature,300,20,cylindrical,20,3,3,200,2,400
9793.9,203.35,247.57,215.13,247.66761967669729,temperature,300,20,cylindrical,20,3,3,200,2,400
9943.9,204.02,248.61,215.9,248.72054016224803,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,204.66,249.58,216.63,249.70396789575244,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,205.34,250.62,217.42,250.7568883813032,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,205.98,251.59,218.15,251.73961416781728,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,206.63,252.56,218.89,252.72233995433132,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,207.34,253.6,219.69,253.7752604398821,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,208.0,254.57,220.44,254.75798622639616,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,208.71,255.6,221.24,255.81090671194693,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,209.38,256.57,222.0,256.79363249846097,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,210.05,257.54,222.76,257.77635828497506,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,210.78,258.58,223.58,258.82927877052583,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,211.47,259.55,224.34,259.81200455703987,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,212.21,260.59,225.17,260.86492504259064,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,212.91,261.56,225.94,261.8476508291047,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,213.61,262.53,226.72,262.8303766156188,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,214.36,263.57,227.55,263.88329710116955,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,215.07,264.54,228.34,264.8660228876836,temperature,300,20,cylindrical,20,3,3,200,2,400
