Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
12534.0,177.69,273.13,203.05,273.80322798702514,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,179.13,275.07,204.64,275.768687837945,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,180.69,277.15,206.34,277.8745376782163,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,182.15,279.09,207.94,279.8399975291362,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,183.69,281.2,209.61,281.9458473694075,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,185.08,283.13,211.13,283.91130722032733,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,186.49,285.07,212.66,285.8767670712472,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,188.0,287.15,214.31,287.9826169115185,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,189.41,289.09,215.87,289.9480767624384,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,190.94,291.17,217.54,292.0539266027097,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,192.37,293.11,219.1,294.0193864536295,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,193.81,295.05,220.68,295.98484630454936,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,195.36,297.13,222.37,298.0906961448207,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,196.77,299.01,223.91,300.0,temperature,300,20,cylindrical,20,3,3,200,2,400
