Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
6194.0,130.61,162.66,139.08,162.39798736911266,temperature,300,20,cylindrical,20,3,3,200,2,400
6344.0,131.15,163.7,139.76,163.4509122892483,temperature,300,20,cylindrical,20,3,3,200,2,400
6484.0,131.66,164.67,140.41,164.43364221470824,temperature,300,20,cylindrical,20,3,3,200,2,400
6634.0,132.21,165.71,141.08,165.48656713484388,temperature,300,20,cylindrical,20,3,3,200,2,400
6774.0,132.73,166.68,141.71,166.4692970603038,temperature,300,20,cylindrical,20,3,3,200,2,400
6914.0,133.25,167.65,142.35,167.45202698576375,temperature,300,20,cylindrical,20,3,3,200,2,400
7064.0,133.82,168.69,143.04,168.5049519058994,temperature,300,20,cylindrical,20,3,3,200,2,400
7204.0,134.36,169.65,143.7,169.48768183135934,temperature,300,20,cylindrical,20,3,3,200,2,400
7354.0,134.94,170.69,144.4,170.54060675149498,temperature,300,20,cylindrical,20,3,3,200,2,400
7494.0,135.5,171.66,145.07,171.5233366769549,temperature,300,20,cylindrical,20,3,3,200,2,400
7634.0,136.06,172.63,145.74,172.50606660241485,temperature,300,20,cylindrical,20,3,3,200,2,400
7784.0,136.66,173.67,146.47,173.55899152255049,temperature,300,20,cylindrical,20,3,3,200,2,400
7924.0,137.24,174.63,147.16,174.54172144801043,temperature,300,20,cylindrical,20,3,3,200,2,400
8074.0,137.86,175.67,147.89,175.59464636814607,temperature,300,20,cylindrical,20,3,3,200,2,400
8214.0,138.45,176.64,148.59,176.5773763,temperature,300,20,cylindrical,20,3,3,200,2,400
8354.0,139.04,177.61,149.29,177.56010621906594,temperature,300,20,cylindrical,20,3,3,200,2,400
8504.0,139.69,178.65,150.05,178.61303113920158,temperature,300,20,cylindrical,20,3,3,200,2,400
8644.0,140.3,179.62,150.76,179.59576106466153,temperature,300,20,cylindrical,20,3,3,200,2,400
8794.0,140.96,180.66,151.53,180.6486859847972,temperature,300,20,cylindrical,20,3,3,200,2,400
8934.0,141.58,181.62,152.25,181.6314159102571,temperature,300,20,cylindrical,20,3,3,200,2,400
9074.0,142.21,182.59,152.97,182.61414583571704,temperature,300,20,cylindrical,20,3,3,200,2,400
9224.0,142.89,183.63,153.75,183.66707075585268,temperature,300,20,cylindrical,20,3,3,200,2,400
9364.0,143.53,184.6,154.49,184.64980068131263,temperature,300,20,cylindrical,20,3,3,200,2,400
9514.0,144.22,185.64,155.28,185.70272560144824,temperature,300,20,cylindrical,20,3,3,200,2,400
9654.0,144.88,186.61,156.02,186.68545552690816,temperature,300,20,cylindrical,20,3,3,200,2,400
9794.0,145.54,187.58,156.77,187.6681854523681,temperature,300,20,cylindrical,20,3,3,200,2,400
9944.0,146.25,188.62,157.58,188.72111037250377,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,146.92,189.59,158.33,189.7038402979637,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,147.65,190.63,159.15,190.75676521809936,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,148.33,191.59,159.91,191.73949514355928,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,149.02,192.56,160.68,192.72222506901923,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,149.76,193.6,161.51,193.77514998915487,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,150.46,194.57,162.28,194.7578799146148,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,151.22,195.61,163.12,195.81080483475048,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,151.92,196.58,163.9,196.7935347602104,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,152.64,197.55,164.69,197.77626468567036,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,153.41,198.59,165.54,198.829189605806,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,154.13,199.56,166.33,199.81191953126591,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,154.91,200.6,167.18,200.86484445140155,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,155.64,201.57,167.98,201.84757437686147,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,156.38,202.54,168.79,202.83030430232145,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,157.18,203.58,169.65,203.88322922245703,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,157.92,204.55,170.46,204.8659591,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,158.73,205.59,171.33,205.91888406805265,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,159.48,206.56,172.15,206.90161399351257,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,160.24,207.53,172.97,207.8843439189725,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,161.06,208.57,173.85,208.93726883910816,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,161.82,209.54,174.67,209.9199987645681,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,162.63,210.59,175.54,210.97292368470372,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,163.37,211.56,176.32,211.9556536101637,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,164.1,212.53,177.11,212.9383835356236,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,164.89,213.57,177.96,213.99130845575925,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,165.64,214.54,178.76,214.9740383812192,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,166.43,215.58,179.62,216.02696330135484,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,167.18,216.55,180.43,217.0096932268148,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,167.93,217.52,181.24,217.99242315227468,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,168.74,218.56,182.11,219.04534807241035,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,169.47,219.5,182.9,220.0,temperature,300,20,cylindrical,20,3,3,200,2,400
