Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
7493.9,154.97,191.66,164.67,191.5227368128451,temperature,300,20,cylindrical,20,3,3,200,2,400
7633.9,155.52,192.63,165.33,192.50546466882773,temperature,300,20,cylindrical,20,3,3,200,2,400
7783.9,156.11,193.66,166.05,193.55838737166627,temperature,300,20,cylindrical,20,3,3,200,2,400
7923.9,156.67,194.63,166.73,194.5411152276489,temperature,300,20,cylindrical,20,3,3,200,2,400
8073.9,157.28,195.67,167.46,195.59403793048745,temperature,300,20,cylindrical,20,3,3,200,2,400
8213.9,157.86,196.64,168.14,196.5767657864701,temperature,300,20,cylindrical,20,3,3,200,2,400
8353.9,158.44,197.61,168.83,197.5594936424527,temperature,300,20,cylindrical,20,3,3,200,2,400
8503.9,159.07,198.65,169.58,198.61241634529125,temperature,300,20,cylindrical,20,3,3,200,2,400
8643.9,159.66,199.62,170.28,199.5951442012739,temperature,300,20,cylindrical,20,3,3,200,2,400
8793.9,160.31,200.65,171.04,200.64806690411243,temperature,300,20,cylindrical,20,3,3,200,2,400
8933.9,160.92,201.62,171.75,201.63079476009503,temperature,300,20,cylindrical,20,3,3,200,2,400
9073.9,161.53,202.59,172.46,202.6135226160777,temperature,300,20,cylindrical,20,3,3,200,2,400
9223.9,162.2,203.63,173.24,203.66644531891623,temperature,300,20,cylindrical,20,3,3,200,2,400
9363.9,162.83,204.6,173.96,204.6491731748989,temperature,300,20,cylindrical,20,3,3,200,2,400
9513.9,163.51,205.64,174.74,205.7020958777374,temperature,300,20,cylindrical,20,3,3,200,2,400
9653.9,164.15,206.61,175.48,206.6848237337201,temperature,300,20,cylindrical,20,3,3,200,2,400
9793.9,164.8,207.58,176.21,207.6675515897027,temperature,300,20,cylindrical,20,3,3,200,2,400
9943.9,165.5,208.61,177.01,208.72047429254124,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,166.15,209.58,177.76,209.70390409699243,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,166.87,210.62,178.56,210.75682679983095,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,167.54,211.59,179.32,211.7395546558136,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,168.21,212.56,180.08,212.7222825117963,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,168.94,213.6,180.89,213.7752052146348,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,169.63,214.57,181.66,214.7579330706174,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,170.37,215.61,182.48,215.810855773456,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,171.06,216.58,183.26,216.7935836294386,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,171.76,217.55,184.04,217.7763114854212,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,172.52,218.59,184.87,218.82923418825976,temperature,300,20,cylindrical,20,3,3,200,2,400
11524.0,173.23,219.56,185.66,219.8119620442424,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,174.0,220.6,186.5,220.86488474708096,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,174.72,221.57,187.29,221.8476126030636,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,175.44,222.54,188.09,222.83034045904623,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,176.22,223.58,188.94,223.8832631618848,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,176.96,224.55,189.74,224.8659910178674,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,177.75,225.59,190.61,225.91891372070597,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,178.49,226.56,191.41,226.90164157668855,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,179.24,227.53,192.22,227.8843694326712,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,180.04,228.57,193.09,228.93729213550972,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,180.8,229.54,193.91,229.9200199914924,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,181.6,230.59,194.77,230.97294269433087,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,182.32,231.56,195.55,231.9556705503136,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,183.05,232.53,196.33,232.9383984062962,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,183.83,233.57,197.17,233.99132110913476,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,184.56,234.54,197.96,234.9740489651174,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,185.35,235.58,198.82,236.02697166795596,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,186.08,236.55,199.61,237.0096995239385,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,186.82,237.52,200.42,237.9924273799212,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,187.62,238.56,201.28,239.0453500827597,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,188.35,239.5,202.07,240.0,temperature,300,20,cylindrical,20,3,3,200,2,400
