Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
11524.0,150.52,195.58,163.09,179.8122879711139,temperature,300,20,cylindrical,20,3,3,200,2,400
11674.0,151.32,195.79,163.74,180.86519367498485,temperature,300,20,cylindrical,20,3,3,200,2,400
11814.0,152.06,195.99,164.34,181.8479056652644,temperature,300,20,cylindrical,20,3,3,200,2,400
11954.0,152.79,196.19,164.93,182.830617655544,temperature,300,20,cylindrical,20,3,3,200,2,400
12104.0,153.57,196.41,165.56,183.883523359415,temperature,300,20,cylindrical,20,3,3,200,2,400
12244.0,154.29,196.61,166.14,184.8662353496945,temperature,300,20,cylindrical,20,3,3,200,2,400
12394.0,155.05,196.82,166.75,185.9191410535655,temperature,300,20,cylindrical,20,3,3,200,2,400
12534.0,155.75,197.02,167.31,186.9018530438451,temperature,300,20,cylindrical,20,3,3,200,2,400
12674.0,156.44,197.22,167.86,187.88456503412468,temperature,300,20,cylindrical,20,3,3,200,2,400
12824.0,157.18,197.43,168.45,188.93747073799565,temperature,300,20,cylindrical,20,3,3,200,2,400
12964.0,157.85,197.63,168.99,189.9201827282752,temperature,300,20,cylindrical,20,3,3,200,2,400
13114.0,158.57,197.84,169.57,190.9730884321462,temperature,300,20,cylindrical,20,3,3,200,2,400
13254.0,159.23,198.04,170.1,191.95580042242577,temperature,300,20,cylindrical,20,3,3,200,2,400
13394.0,159.88,198.24,170.62,192.9385124127053,temperature,300,20,cylindrical,20,3,3,200,2,400
13544.0,160.57,198.45,171.18,193.9914181165763,temperature,300,20,cylindrical,20,3,3,200,2,400
13684.0,161.21,198.65,171.69,194.9741301068559,temperature,300,20,cylindrical,20,3,3,200,2,400
13834.0,161.88,198.86,172.23,196.0270358107269,temperature,300,20,cylindrical,20,3,3,200,2,400
13974.0,162.5,199.06,172.73,197.00974780100643,temperature,300,20,cylindrical,20,3,3,200,2,400
14114.0,163.12,199.26,173.23,197.992459791286,temperature,300,20,cylindrical,20,3,3,200,2,400
14264.0,163.77,199.47,173.76,199.045365495157,temperature,300,20,cylindrical,20,3,3,200,2,400
14400.0,164.35,199.67,174.23,200.0,temperature,300,20,cylindrical,20,3,3,200,2,400
