Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input_C,input_type,ambient_temperature,convection_coefficient,shape,length,height,diameter_of_hx,density,thermal_conductivity,specific_heat
153.71,100.0,104.1,100.38,100.0,temperature,300,20,cylindrical,20,3,3,200,2,400
293.71,100.0,107.93,100.94,100.98271199027955,temperature,300,20,cylindrical,20,3,3,200,2,400
433.71,100.0,111.12,101.59,101.96542398055917,temperature,300,20,cylindrical,20,3,3,200,2,400
583.71,100.01,113.87,102.28,103.01832968443011,temperature,300,20,cylindrical,20,3,3,200,2,400
723.71,100.03,116.44,102.96,104.0010416747097,temperature,300,20,cylindrical,20,3,3,200,2,400
873.71,100.09,119.19,103.72,105.05394737858067,temperature,300,20,cylindrical,20,3,3,200,2,400
1013.7,100.17,121.36,104.44,106.03658917514664,temperature,300,20,cylindrical,20,3,3,200,2,400
1153.7,100.28,123.42,105.16,107.01930116542624,temperature,300,20,cylindrical,20,3,3,200,2,400
1303.7,100.45,125.62,105.95,108.0722068692972,temperature,300,20,cylindrical,20,3,3,200,2,400
1443.7,100.64,127.67,106.7,109.05491885957676,temperature,300,20,cylindrical,20,3,3,200,2,400
1593.7,100.89,129.44,107.49,110.10782456344776,temperature,300,20,cylindrical,20,3,3,200,2,400
1733.7,101.16,131.08,108.22,111.09053655372732,temperature,300,20,cylindrical,20,3,3,200,2,400
1873.7,101.46,132.73,108.96,112.0732485440069,temperature,300,20,cylindrical,20,3,3,200,2,400
2023.7,101.82,134.49,109.77,113.12615424787786,temperature,300,20,cylindrical,20,3,3,200,2,400
2163.7,102.19,136.13,110.54,114.10886623815745,temperature,300,20,cylindrical,20,3,3,200,2,400
2313.7,102.62,137.89,111.37,115.1617719420284,temperature,300,20,cylindrical,20,3,3,200,2,400
2453.7,103.04,139.53,112.16,116.144483932308,temperature,300,20,cylindrical,20,3,3,200,2,400
2593.7,103.49,141.17,112.96,117.12719592258756,temperature,300,20,cylindrical,20,3,3,200,2,400
2743.7,104.0,142.93,113.84,118.18010162645854,temperature,300,20,cylindrical,20,3,3,200,2,400
2883.7,104.5,144.56,114.68,119.1628136167381,temperature,300,20,cylindrical,20,3,3,200,2,400
3033.7,105.06,145.79,115.53,120.21571932060908,temperature,300,20,cylindrical,20,3,3,200,2,400
3173.7,105.61,146.92,116.32,121.19843131088864,temperature,300,20,cylindrical,20,3,3,200,2,400
3313.7,106.17,148.05,117.1,122.18114330116823,temperature,300,20,cylindrical,20,3,3,200,2,400
3463.7,106.8,149.26,117.94,123.2340490050392,temperature,300,20,cylindrical,20,3,3,200,2,400
3603.7,107.4,150.39,118.73,124.21676099531878,temperature,300,20,cylindrical,20,3,3,200,2,400
3753.7,108.06,151.6,119.57,125.26966669918976,temperature,300,20,cylindrical,20,3,3,200,2,400
3893.7,108.69,152.73,120.37,126.25237868946932,temperature,300,20,cylindrical,20,3,3,200,2,400
4033.7,109.33,153.86,121.16,127.23509067974892,temperature,300,20,cylindrical,20,3,3,200,2,400
4183.7,110.04,155.07,122.02,128.28799638361988,temperature,300,20,cylindrical,20,3,3,200,2,400
4323.7,110.7,156.2,122.83,129.27070837389945,temperature,300,20,cylindrical,20,3,3,200,2,400
4473.7,111.43,157.42,123.7,130.32361407777043,temperature,300,20,cylindrical,20,3,3,200,2,400
4613.7,112.12,158.55,124.52,131.30632606805,temperature,300,20,cylindrical,20,3,3,200,2,400
4753.7,112.81,159.68,125.34,132.28903805832957,temperature,300,20,cylindrical,20,3,3,200,2,400
4903.7,113.56,160.9,126.2,133.34194376220054,temperature,300,20,cylindrical,20,3,3,200,2,400
5043.7,114.27,162.03,127.01,134.3246557524801,temperature,300,20,cylindrical,20,3,3,200,2,400
5193.7,115.03,163.24,127.89,135.3775614563511,temperature,300,20,cylindrical,20,3,3,200,2,400
5333.7,115.75,164.37,128.71,136.36027344663066,temperature,300,20,cylindrical,20,3,3,200,2,400
5473.7,116.47,165.5,129.54,137.34298543691023,temperature,300,20,cylindrical,20,3,3,200,2,400
5623.7,117.25,166.71,130.44,138.3958911407812,temperature,300,20,cylindrical,20,3,3,200,2,400
5763.7,117.99,167.84,131.28,139.3786031310608,temperature,300,20,cylindrical,20,3,3,200,2,400
5913.7,118.78,169.05,132.19,140.43150883493175,temperature,300,20,cylindrical,20,3,3,200,2,400
6053.7,119.53,170.18,133.05,141.41422082521132,temperature,300,20,cylindrical,20,3,3,200,2,400
6193.7,120.29,171.32,133.9,142.3969328154909,temperature,300,20,cylindrical,20,3,3,200,2,400
6343.7,121.1,172.53,134.83,143.4498385193619,temperature,300,20,cylindrical,20,3,3,200,2,400
6483.7,121.87,173.66,135.7,144.43255050964146,temperature,300,20,cylindrical,20,3,3,200,2,400
6633.7,122.7,174.87,136.64,145.48545621351244,temperature,300,20,cylindrical,20,3,3,200,2,400
6773.7,123.48,176.0,137.52,146.468168203792,temperature,300,20,cylindrical,20,3,3,200,2,400
6913.7,124.26,177.13,138.4,147.45088019407157,temperature,300,20,cylindrical,20,3,3,200,2,400
7063.7,125.11,178.34,139.35,148.50378589794255,temperature,300,20,cylindrical,20,3,3,200,2,400
7203.7,125.91,179.46,140.24,149.48649788822212,temperature,300,20,cylindrical,20,3,3,200,2,400
7353.7,126.77,180.11,141.15,150.5394035920931,temperature,300,20,cylindrical,20,3,3,200,2,400
7493.7,127.58,180.69,141.97,151.52211558237266,temperature,300,20,cylindrical,20,3,3,200,2,400
7633.7,128.39,181.28,142.78,152.50482757265223,temperature,300,20,cylindrical,20,3,3,200,2,400
7783.7,129.27,181.91,143.63,153.5577332765232,temperature,300,20,cylindrical,20,3,3,200,2,400
7923.7,130.1,182.5,144.42,154.5404452668028,temperature,300,20,cylindrical,20,3,3,200,2,400
8073.7,130.98,183.13,145.26,155.59335097067375,temperature,300,20,cylindrical,20,3,3,200,2,400
8213.7,131.81,183.71,146.04,156.57606296095335,temperature,300,20,cylindrical,20,3,3,200,2,400
8353.7,132.63,184.3,146.81,157.55877495123292,temperature,300,20,cylindrical,20,3,3,200,2,400
8503.7,133.51,184.93,147.63,158.6116806551039,temperature,300,20,cylindrical,20,3,3,200,2,400
8643.7,134.33,185.51,148.39,159.59439264538346,temperature,300,20,cylindrical,20,3,3,200,2,400
8793.7,135.21,186.14,149.2,160.64729834925444,temperature,300,20,cylindrical,20,3,3,200,2,400
8933.7,136.03,186.73,149.96,161.630010339534,temperature,300,20,cylindrical,20,3,3,200,2,400
9073.7,136.84,187.31,150.71,162.6127223298136,temperature,300,20,cylindrical,20,3,3,200,2,400
9223.7,137.71,187.94,151.51,163.66562803368456,temperature,300,20,cylindrical,20,3,3,200,2,400
9363.7,138.51,188.52,152.26,164.64834002396412,temperature,300,20,cylindrical,20,3,3,200,2,400
9513.7,139.37,189.15,153.05,165.7012457278351,temperature,300,20,cylindrical,20,3,3,200,2,400
9653.7,140.17,189.74,153.79,166.6839577181147,temperature,300,20,cylindrical,20,3,3,200,2,400
9793.7,140.97,190.32,154.53,167.66666970839427,temperature,300,20,cylindrical,20,3,3,200,2,400
9943.7,141.82,190.95,155.32,168.7195754122652,temperature,300,20,cylindrical,20,3,3,200,2,400
10084.0,142.6,191.53,156.05,169.70439321395253,temperature,300,20,cylindrical,20,3,3,200,2,400
10234.0,143.45,192.16,156.83,170.7572989178235,temperature,300,20,cylindrical,20,3,3,200,2,400
10374.0,144.23,192.75,157.55,171.7400109081031,temperature,300,20,cylindrical,20,3,3,200,2,400
10514.0,145.0,193.33,158.28,172.72272289838267,temperature,300,20,cylindrical,20,3,3,200,2,400
10664.0,145.83,193.96,159.05,173.77562860225365,temperature,300,20,cylindrical,20,3,3,200,2,400
10804.0,146.6,194.53,159.77,174.75834059253322,temperature,300,20,cylindrical,20,3,3,200,2,400
10954.0,147.43,194.76,160.49,175.8112462964042,temperature,300,20,cylindrical,20,3,3,200,2,400
11094.0,148.19,194.96,161.15,176.79395828668376,temperature,300,20,cylindrical,20,3,3,200,2,400
11234.0,148.95,195.16,161.8,177.77667027696333,temperature,300,20,cylindrical,20,3,3,200,2,400
11384.0,149.76,195.38,162.47,178.8295759808343,temperature,300,20,cylindrical,20,3,3,200,2,400
