Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
10181.818181818182,243.93208484848486,366.63336969696974,276.13511515151515,366.63336969696974
10327.272727272728,245.57931168831172,368.6225064935065,278.00255844155845,368.6225064935065
10472.727272727274,247.2524155844156,370.59987012987017,279.8552467532468,370.59987012987017
10618.18181818182,248.9385090909091,372.5838181818182,281.6996363636364,372.5838181818182
10763.636363636364,250.64428571428573,374.55509090909095,283.53968831168834,374.55509090909095
10909.09090909091,252.3670787878788,376.2209696969697,285.3461212121212,376.2209696969697
11054.545454545456,254.09936363636365,377.7629090909091,287.12809090909093,377.7629090909091
11200.000000000002,255.8344285714286,379.2475714285714,288.88957142857146,379.2475714285714
11345.454545454546,257.5848848484849,380.645103030303,290.6300242424242,380.645103030303
11490.909090909092,259.34054545454546,382.018,292.35,382.018
11636.363636363638,261.1033454545455,383.2139272727273,294.0434181818182,383.2139272727273
