Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,203.6,203.6,203.6,203.6
145.45454545454547,203.6,203.91187057371192,203.62835187033744,203.91187057371192
290.90909090909093,203.6,204.23335512987015,203.66914259740258,204.23335512987015
436.3636363636364,203.6,204.56605230303032,203.73114503030303,204.56605230303032
581.8181818181819,203.6,204.92484018181818,203.79902381818184,204.92484018181818
727.2727272727274,203.60022418181816,205.29098490909092,203.88201763636363,205.29098490909092
872.7272727272727,203.60992115151515,205.76613642424243,203.96929036363636,205.76613642424243
1018.1818181818182,203.61030584415585,206.2446805194805,204.08367012987014,206.2446805194805
1163.6363636363637,203.6206490909091,206.7450509090909,204.20843818181817,206.7450509090909
1309.0909090909092,203.63074155844154,207.26853896103896,204.33519090909093,207.26853896103896
1454.5454545454547,203.6514193939394,207.79967878787878,204.48206484848484,207.79967878787878
1600.0000000000002,203.67130714285713,208.47875714285712,204.64740714285713,208.47875714285712
1745.4545454545455,203.70247597402596,209.16859805194807,204.82568116883118,209.16859805194807
1890.909090909091,203.7356696969697,209.91298303030302,205.02608060606062,209.91298303030302
2036.3636363636365,203.78356103896104,210.70944025974023,205.2495857142857,210.70944025974023
2181.818181818182,203.82716727272728,211.53228727272727,205.4822527272727,211.53228727272727
2327.2727272727275,203.88668636363636,212.44501233766235,205.74483506493507,212.44501233766235
2472.727272727273,203.95941363636362,213.3817909090909,206.01899935064935,213.3817909090909
2618.1818181818185,204.0345690909091,214.41777939393938,206.3250387878788,214.41777939393938
2763.636363636364,204.12268766233768,215.54225194805193,206.65652142857144,215.54225194805193
2909.0909090909095,204.21847333333332,216.70511515151514,207.00717575757577,216.70511515151514
3054.545454545455,204.32622142857142,218.06318246753247,207.39898701298702,218.06318246753247
3200.0000000000005,204.4442357142857,219.43727142857145,207.8201642857143,219.43727142857145
3345.454545454546,204.58155454545457,220.8902709090909,208.27307818181816,220.8902709090909
3490.909090909091,204.7289383116883,222.41552467532466,208.75453181818182,222.41552467532466
3636.3636363636365,204.8911206060606,224.04501272727273,209.27552606060607,224.04501272727273
3781.818181818182,205.0758948051948,225.99689545454547,209.84765519480518,225.99689545454547
3927.2727272727275,205.2676753246753,227.95814805194803,210.46540974025973,227.95814805194803
4072.727272727273,205.48212363636364,229.9154624242424,211.11119393939396,229.9154624242424
4218.181818181819,205.71876883116883,231.88525324675325,211.79406298701298,231.88525324675325
4363.636363636364,205.97417454545456,234.01141272727273,212.5119272727273,234.01141272727273
4509.09090909091,206.25289545454547,236.54584090909094,213.3010909090909,236.54584090909094
4654.545454545455,206.5570974025974,239.08839220779223,214.14387272727274,239.08839220779223
4800.0,206.88064,241.62828666666667,215.02889333333334,241.62828666666667
4945.454545454546,207.23388636363637,244.18017272727272,215.95010454545456,244.18017272727272
5090.909090909091,207.6084915151515,246.92539636363637,216.91906363636363,246.92539636363637
5236.363636363637,208.0143577922078,250.0660012987013,217.94937792207793,250.0660012987013
5381.818181818182,208.4506,253.20708636363636,219.02965454545455,253.20708636363636
5527.272727272728,208.9179090909091,256.35285090909093,220.16342363636366,256.35285090909093
5672.727272727273,209.41438311688313,259.50024935064937,221.33456883116884,259.50024935064937
5818.181818181819,209.9462709090909,262.8442830303031,222.5712987878788,262.8442830303031
5963.636363636364,210.51249805194806,266.5040668831169,223.88183766233766,266.5040668831169
6109.09090909091,211.11259025974027,270.1715993506494,225.25219805194806,270.1715993506494
6254.545454545455,211.74492606060608,273.8382654545455,226.6724115151515,273.8382654545455
6400.000000000001,212.42248571428573,277.5085285714286,228.13702857142857,277.5085285714286
6545.454545454546,213.14187636363638,281.30018,229.65658181818182,281.30018
6690.909090909092,213.89540584415585,285.24738961038963,231.23117207792208,285.24738961038963
6836.363636363637,214.69247337662338,289.1954415584416,232.86387012987015,289.1954415584416
6981.818181818182,215.53298121212123,293.15643030303033,234.52879515151517,293.15643030303033
7127.272727272728,216.41381623376623,297.1201168831169,236.203312987013,297.1201168831169
7272.727272727273,217.33508303030302,301.06751333333335,237.9159272727273,301.06751333333335
7418.181818181819,218.29619805194807,305.0193837662338,239.6751564935065,305.0193837662338
7563.636363636364,219.30313571428573,308.97284415584414,241.47170454545454,308.97284415584414
7709.09090909091,220.3514,312.92519272727276,243.31244363636367,312.92519272727276
7854.545454545455,221.4399331168831,316.8775194805195,245.1883909090909,316.8775194805195
8000.000000000001,222.5737266666667,320.6878666666667,247.08944666666667,320.6878666666667
8145.454545454546,223.74776948051948,324.36930779220785,249.00554220779222,324.36930779220785
8290.909090909092,224.97007792207793,328.0472298701299,250.9441220779221,328.0472298701299
8436.363636363638,226.23568000000003,331.72358121212125,252.91150545454548,331.72358121212125
8581.818181818182,227.53682922077923,335.3946512987013,254.89859220779223,335.3946512987013
8727.272727272728,228.87814545454546,338.7942,256.86163636363636,338.7942
8872.727272727274,230.24885909090912,341.97167792207796,258.78601558441557,341.97167792207796
9018.18181818182,231.64873766233768,345.1301194805195,260.7097441558442,345.1301194805195
9163.636363636364,233.08138121212122,348.2842878787879,262.6464848484849,348.2842878787879
9309.09090909091,234.54407922077922,351.4337746753247,264.60616233766234,351.4337746753247
9454.545454545456,236.0366696969697,354.23348909090913,266.552563030303,354.23348909090913
9600.0,237.5602,356.82135,268.47775,356.82135
9745.454545454546,239.11748116883118,359.38874415584417,270.3998279220779,359.38874415584417
9890.909090909092,240.70063272727273,361.9344254545455,272.32052,361.9344254545455
10036.363636363638,242.30297384984755,364.46375900330935,274.2409687885277,364.46375900330935
