Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,100.0,100.0,100.0,100.0
145.45454545454547,100.0,100.97468077430344,100.09462920138868,100.97468077430344
290.90909090909093,100.0,101.97079376623377,100.24699902597402,101.97079376623377
436.3636363636364,100.0,102.95822163636363,100.433892,102.95822163636363
581.8181818181819,100.0,103.95700951515151,100.64722533333334,103.95700951515151
727.2727272727274,100.01047503030304,104.95470157575758,100.88641290909091,104.95470157575758
872.7272727272727,100.02986896969698,105.96318642424242,101.14823109090909,105.96318642424242
1018.1818181818182,100.06128051948052,106.96073246753248,101.42928376623377,106.96073246753248
1163.6363636363637,100.10397454545453,107.9582296969697,101.73119757575758,107.9582296969697
1309.0909090909092,100.16269545454546,108.9573512987013,102.04232207792208,108.9573512987013
1454.5454545454547,100.2372303030303,109.96447212121213,102.37530606060605,109.96447212121213
1600.0000000000002,100.3345,110.9632,102.71575,110.9632
1745.4545454545455,100.44007532467533,111.9614422077922,103.08022597402596,111.9614422077922
1890.909090909091,100.56720909090909,112.96816909090909,103.45474363636363,112.96816909090909
2036.3636363636365,100.71356818181819,113.9677409090909,103.83527727272727,113.9677409090909
2181.818181818182,100.87174181818182,114.97441151515152,104.24073090909091,114.97441151515152
2327.2727272727275,101.04745064935065,115.97307012987012,104.6497487012987,115.97307012987012
2472.727272727273,101.23718181818181,116.97183181818183,105.07572272727272,116.97183181818183
2618.1818181818185,101.44753878787878,117.97810848484849,105.50507757575758,117.97810848484849
2763.636363636364,101.67417662337662,118.97813051948053,105.95265714285715,118.97813051948053
2909.0909090909095,101.92401090909091,119.98435090909092,106.41294363636364,119.98435090909092
3054.545454545455,102.17871298701299,120.98442922077923,106.8884922077922,120.98442922077923
3200.0000000000005,102.45072142857144,121.99034285714286,107.36829285714286,121.99034285714286
3345.454545454546,102.73562606060607,122.99016484848485,107.86008242424242,122.99016484848485
3490.909090909091,103.0383051948052,123.99657662337663,108.36523181818181,123.99657662337663
3636.3636363636365,103.35403757575757,124.99646787878788,108.87541151515153,124.99646787878788
3781.818181818182,103.68627857142857,126.00481883116883,109.39443896103897,126.00481883116883
3927.2727272727275,104.03153376623376,127.01021298701299,109.9346987012987,127.01021298701299
4072.727272727273,104.3888690909091,128.0105890909091,110.47570181818182,128.0105890909091
4218.181818181819,104.75866753246754,129.01644675324675,111.0230012987013,129.01644675324675
4363.636363636364,105.1391593939394,130.01689212121212,111.58708303030303,130.01689212121212
