Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,300.0,300.0,300.0,300.0
145.45454545454547,300.0,301.9458170247183,300.1700228468201,301.9458170247183
290.90909090909093,300.0,303.92796759740264,300.43427831168833,303.92796759740264
436.3636363636364,300.0,305.92259793939394,300.7663296969697,305.92259793939394
581.8181818181819,300.0,307.9201736969697,301.1542084848485,307.9201736969697
727.2727272727274,300.01021884848484,309.9250827878788,301.58050472727274,309.9250827878788
872.7272727272727,300.0199158181818,311.92265854545457,302.04595927272726,311.92265854545457
1018.1818181818182,300.04119480519483,313.91764935064936,302.5352337662338,313.91764935064936
1163.6363636363637,300.0838545454545,315.9229818181818,303.06661818181817,315.9229818181818
1309.0909090909092,300.1425454545454,317.9298181818182,303.62036363636366,317.9298181818182
1454.5454545454547,300.2170303030303,319.92552727272727,304.20429090909096,319.92552727272727
1600.0000000000002,300.3147142857143,321.9327142857143,304.8161428571429,321.9327142857143
1745.4545454545455,300.4314545454546,323.93790909090905,305.45154545454545,323.93790909090905
1890.909090909091,300.57916363636366,325.9433454545454,306.1077818181818,325.9433454545454
2036.3636363636365,300.7467792207792,327.9504415584415,306.7791688311689,327.9504415584415
2181.818181818182,300.94613333333336,329.954703030303,307.477903030303,329.954703030303
2327.2727272727275,301.1618051948052,331.952974025974,308.19825974025974,331.952974025974
2472.727272727273,301.40477922077923,333.95950649350647,308.9476493506494,333.95950649350647
2618.1818181818185,301.67836363636366,335.97209696969696,309.7089696969697,335.97209696969696
2763.636363636364,301.9734805194805,337.9721038961039,310.4865974025974,337.9721038961039
2909.0909090909095,302.29854545454543,339.9845818181818,311.2821818181818,339.9845818181818
3054.545454545455,302.6413636363636,341.9847012987013,312.1074025974026,341.9847012987013
3200.0000000000005,303.01057142857144,344.0002857142857,312.9404285714286,344.0002857142857
3345.454545454546,303.4101696969697,346.0140727272727,313.7803393939394,346.0140727272727
3490.909090909091,303.8307272727273,348.020961038961,314.6214545454545,348.020961038961
3636.3636363636365,304.27140606060607,350.02661818181815,315.4963393939394,350.02661818181815
3781.818181818182,304.73140259740256,352.03349350649347,316.3828701298701,352.03349350649347
3927.2727272727275,305.21645454545455,354.0386883116883,317.28914285714285,354.0386883116883
4072.727272727273,305.7268363636363,356.04443636363635,318.21043636363635,356.04443636363635
4218.181818181819,306.2494025974026,358.05366233766233,319.1546233766234,358.05366233766233
4363.636363636364,306.8032606060606,360.06698181818183,320.11424242424243,360.06698181818183
4509.09090909091,307.37036363636366,362.07375324675326,321.0881168831169,362.07375324675326
4654.545454545455,307.96087012987016,364.07894805194803,322.078025974026,364.07894805194803
4800.0,308.57626666666664,366.0878666666666,323.082,366.0878666666666
4945.454545454546,309.2035844155844,368.1014805194805,324.10314285714287,368.1014805194805
5090.909090909091,309.8557818181818,370.10734545454545,325.13774545454544,370.10734545454545
