Time (s),T_min (C),T_max (C),T_ave (C),Thermal_Input (C)
0.0,100.5,100.5,100.5,100.5
153.97,100.5,100.58,100.51,100.58
293.97,100.5,100.66,100.52,100.66
433.97,100.5,100.74,100.53,100.74
583.97,100.5,100.82,100.55,100.82
723.97,100.5,100.9,100.57,100.9
873.97,100.5,101.02,100.6,101.02
1014.0,100.5,101.13,100.62,101.13
1154.0,100.51,101.27,100.66,101.27
1304.0,100.51,101.43,100.7,101.43
1444.0,100.52,101.59,100.74,101.59
1594.0,100.53,101.83,100.79,101.83
1734.0,100.54,102.06,100.85,102.06
1874.0,100.55,102.33,100.92,102.33
2024.0,100.56,102.66,101.0,102.66
2164.0,100.58,102.97,101.09,102.97
2314.0,100.6,103.38,101.2,103.38
2454.0,100.63,103.77,101.31,103.77
2594.0,100.66,104.21,101.43,104.21
2744.0,100.69,104.75,101.58,104.75
2884.0,100.73,105.25,101.73,105.25
3034.0,100.78,105.99,101.92,105.99
3174.0,100.83,106.68,102.12,106.68
3314.0,100.88,107.49,102.34,107.49
3464.0,100.95,108.48,102.61,108.48
3604.0,101.03,109.41,102.89,109.41
3754.0,101.12,110.68,103.23,110.68
3894.0,101.21,111.87,103.58,111.87
4034.0,101.32,113.24,103.97,113.24
4184.0,101.45,114.89,104.45,114.89
4324.0,101.59,116.44,104.92,116.44
4474.0,101.75,118.57,105.51,118.57
4614.0,101.92,120.57,106.12,120.57
4754.0,102.12,122.85,106.78,122.85
4904.0,102.35,125.57,107.58,125.57
5044.0,102.59,128.12,108.38,128.12
5194.0,102.89,131.45,109.35,131.45
5334.0,103.19,134.57,110.34,134.57
5474.0,103.53,138.02,111.4,138.02
5624.0,103.93,142.06,112.66,142.06
5764.0,104.35,145.86,113.91,145.86
5914.0,104.84,150.58,115.35,150.58
6054.0,105.35,155.01,116.79,155.01
6194.0,105.9,159.75,118.34,159.75
6344.0,106.56,165.16,120.14,165.16
6484.0,107.22,170.21,121.92,170.21
6634.0,108.0,176.07,123.94,176.07
6774.0,108.8,181.54,125.94,181.54
6914.0,109.66,187.15,128.02,187.15
7064.0,110.65,193.32,130.31,193.32
7204.0,111.65,199.07,132.51,199.07
7354.0,112.8,205.23,134.97,205.23
7494.0,113.94,210.98,137.34,210.98
7634.0,115.16,216.59,139.77,216.59
7784.0,116.54,222.47,142.42,222.47
7924.0,117.92,227.94,144.96,227.94
8074.0,119.47,233.38,147.69,233.38
8214.0,120.98,238.47,150.19,238.47
8354.0,122.55,243.22,152.7,243.22
8504.0,124.31,247.99,155.39,247.99
8644.0,126.01,252.43,157.92,252.43
8794.0,127.9,256.51,160.6,256.51
8934.0,129.72,260.31,163.1,260.31
9074.0,131.6,263.78,165.58,263.78
9224.0,133.67,267.15,168.2,267.15
9364.0,135.64,270.28,170.63,270.28
9514.0,137.81,273.05,173.18,273.05
9654.0,139.87,275.61,175.53,275.61
9794.0,141.96,277.91,177.85,277.91
9944.0,144.24,280.09,180.28,280.09
10084.0,146.3,282.14,182.39,282.14
10234.0,148.51,283.83,184.61,283.83
10374.0,150.59,285.39,186.64,285.39
10514.0,152.68,286.78,188.65,286.78
10664.0,154.92,288.08,190.75,288.08
10804.0,157.02,289.3,192.68,289.3
10954.0,159.26,290.32,194.71,290.32
11094.0,161.34,291.26,196.56,291.26
11234.0,163.43,292.09,198.38,292.09
11384.0,165.65,292.86,200.29,292.86
11524.0,167.71,293.57,202.04,293.57
11674.0,169.91,294.13,203.88,294.13
11814.0,171.94,294.65,205.55,294.65
11954.0,173.96,295.12,207.2,295.12
12104.0,176.11,295.55,208.93,295.55
12244.0,178.09,295.95,210.51,295.95
12394.0,180.19,296.31,212.17,296.31
12534.0,182.13,296.63,213.7,296.63
12674.0,184.05,296.92,215.19,296.92
12824.0,186.07,297.19,216.77,297.19
12964.0,187.94,297.43,218.21,297.43
13114.0,189.89,297.63,219.71,297.63
13254.0,191.58,297.81,221.03,297.81
13394.0,193.24,297.96,222.32,297.96
13544.0,195.01,298.1,223.67,298.1
13684.0,196.63,298.23,224.91,298.23
13834.0,198.35,298.33,226.21,298.33
13974.0,199.94,298.42,227.4,298.42
14114.0,201.51,298.51,228.57,298.51
14264.0,203.16,298.61,229.81,298.61
14400.0,204.64,298.69,230.91,298.69
